epoch,train_loss,val_loss,val_acc
0,0.4919694466316614,0.27038990052505046,0.9265
1,0.22277326890786386,0.20481164485959955,0.9436666666666667
2,0.1703610148102472,0.17368759151428587,0.9485
3,0.13815366168838336,0.14921054386269264,0.9555
4,0.11611046739506257,0.13893106879486133,0.958
5,0.10017208753264728,0.12208633843057184,0.964
6,0.08662224330387198,0.11347280482820359,0.9658333333333333
7,0.07650685012527361,0.10972294789364681,0.9671666666666666
8,0.06753298106138143,0.10496014438911913,0.9665
9,0.060054483670770105,0.09978504980099479,0.9705
10,0.053356205248422175,0.09578586465290073,0.9711666666666666
11,0.048124787459077216,0.09368717187650101,0.9715
12,0.04317176964034923,0.09305537684496588,0.9711666666666666
13,0.03860385568631235,0.09092032971325503,0.9715
14,0.035037502360395156,0.08972266422510411,0.973
15,0.031569704138009004,0.0911776364606971,0.9726666666666667
16,0.02818624708065003,0.08990098080294713,0.9703333333333334
17,0.025563994829428664,0.08498744138731337,0.9746666666666667
18,0.02278510606009499,0.08735325798162137,0.9738333333333333
19,0.02032111594227163,0.0877165943717437,0.9731666666666666
20,0.01849769088517013,0.08427399207366526,0.9743333333333334
21,0.01657419850255008,0.08885048935709727,0.9725
22,0.015058724486010845,0.08880390239850451,0.9731666666666666
23,0.013140920117422227,0.09113479112812765,0.9728333333333333
24,0.012195595768670235,0.08803081473703674,0.9751666666666666
25,0.010644085162598009,0.0893554732419056,0.9716666666666667
26,0.009768741721807302,0.0909665212801119,0.9743333333333334
27,0.008407563668276273,0.08868297994694639,0.9743333333333334
28,0.007752742187569104,0.08867766998583371,0.9751666666666666
29,0.006695465087785081,0.09104543326511896,0.976
