epoch,train_loss,val_loss,val_acc
0,0.35790565424275506,0.21725231578909263,0.9383333333333334
1,0.1761162034143453,0.16635559192820232,0.9493333333333334
2,0.1329480028669896,0.14651097018109008,0.9543333333333334
3,0.1070739835091162,0.12294700815946108,0.9643333333333334
4,0.0886042223998392,0.1148506766257145,0.9656666666666667
5,0.07618653627695884,0.11148000878804301,0.9656666666666667
6,0.0658461060110576,0.10516940624051371,0.9678333333333333
7,0.05652998456345739,0.09978128679762781,0.9688333333333333
8,0.05110182439098261,0.09936575037117366,0.969
9,0.04370342112155702,0.10011468544068386,0.9693333333333334
