epoch,train_loss,val_loss,val_acc
0,0.33656507573634104,0.19789610462815452,0.9441666666666667
1,0.1592130314362215,0.14685327352684302,0.956
2,0.11350376477264783,0.1213551401759218,0.9635
3,0.08719917481112133,0.10740686690696322,0.967
4,0.06933918067606422,0.10238208505772278,0.969
5,0.05625000016238692,0.09141405874611296,0.9731666666666666
6,0.046677811493812796,0.0919051559409495,0.972
7,0.03898970586405478,0.08747862008444197,0.9745
8,0.03277953221456579,0.09240574359921096,0.9718333333333333
9,0.027260951727140034,0.10267115870016717,0.9693333333333334
10,0.02328191407353089,0.0866728137818497,0.9738333333333333
11,0.01934351214896181,0.09266022909635468,0.9733333333333334
12,0.016633865669737565,0.0894869104535697,0.976
13,0.013864292124534378,0.08779815243514082,0.973
14,0.011209555873413993,0.09378295596964766,0.9756666666666667
15,0.009346444706299603,0.09090443337015572,0.9751666666666666
16,0.008549384474675863,0.09492307163865531,0.9746666666666667
17,0.006575480613972117,0.10269707718323164,0.973
18,0.007741238193206483,0.10044933823721786,0.975
19,0.005036257521493669,0.10328397911635741,0.975
20,0.004135003385713665,0.11226758233982931,0.9731666666666666
