epoch,train_loss,val_loss,val_acc
0,1.2153303464301273,0.6731729845342034,0.8446666666666667
1,0.5212904227283776,0.45783363744258215,0.8815
2,0.39822810074128157,0.38321259386422263,0.8993333333333333
3,0.34586880701668915,0.34381314871536334,0.907
4,0.31523256482427925,0.31889962395971067,0.915
5,0.29395092965027947,0.30098471839714563,0.9173333333333333
6,0.27788972782286886,0.2855977957083201,0.921
7,0.26451796444801,0.2747013199447321,0.9248333333333333
8,0.2528766972820108,0.26391858691888664,0.9265
9,0.24233238024774043,0.25326370418373434,0.9288333333333333
10,0.2326066452534713,0.24587896715585872,0.9313333333333333
11,0.22373700173784988,0.23813086414264534,0.9331666666666667
12,0.21536413358733486,0.23123053359910004,0.936
13,0.20747379689697262,0.22577572251711311,0.9376666666666666
14,0.20023016749349282,0.21838241360565502,0.9386666666666666
15,0.19336208653441536,0.21209756471784647,0.94
16,0.18682681329396836,0.2070318736133194,0.9411666666666667
17,0.18058268392506138,0.20383012281050564,0.9401666666666667
18,0.17474097972254418,0.19886534067066886,0.9413333333333334
19,0.16934408341154697,0.1929847668534214,0.9448333333333333
20,0.16414854644134516,0.18924787904791368,0.9443333333333334
21,0.15909227868578957,0.185819786708719,0.946
22,0.15462721261370174,0.1818317710468542,0.9471666666666667
23,0.15025539008723374,0.17819256155929514,0.9481666666666667
24,0.1461455779711341,0.17462051245338978,0.9486666666666667
25,0.14202418185824342,0.17368151090527537,0.95
26,0.13814344416966526,0.17067049128473255,0.949
27,0.1345727184280246,0.16658112786664578,0.951
28,0.13109112769390413,0.16496896019327686,0.9518333333333333
29,0.1278841334902182,0.16103003543182745,0.953
