epoch,train_loss,val_loss,val_acc
0,0.4378931675304081,0.26042233431504525,0.9256666666666666
1,0.21411078765920297,0.19699895526890426,0.9415
2,0.1655209630043114,0.16599929593880475,0.9508333333333333
3,0.13547862009560702,0.1478263594597327,0.9553333333333334
4,0.11463196824758934,0.13031560853366173,0.962
5,0.09839678506843223,0.1196992148580159,0.9628333333333333
6,0.08620347176581729,0.11784142422605824,0.9638333333333333
7,0.07614262622296274,0.11303658378649152,0.9648333333333333
8,0.06766084150412406,0.10836610210306671,0.9673333333333334
9,0.06074244748165632,0.10573967213314521,0.9693333333333334
10,0.05474091708190303,0.10805682977962076,0.9688333333333333
11,0.049145483391069965,0.10129069286060097,0.968
12,0.04487424284129722,0.10294396591509941,0.9678333333333333
13,0.04029694460134645,0.1014152956512199,0.9685
14,0.03691801431180703,0.1012047947297953,0.969
15,0.03375003546547171,0.10229275797908353,0.969
16,0.030259070569413005,0.1045836136139467,0.9685
17,0.027533966547055932,0.09801820435242783,0.9718333333333333
18,0.024456196366174937,0.10093285633068304,0.9708333333333333
19,0.023177679297863518,0.10865713481326118,0.9693333333333334
20,0.020650383839674404,0.1101136924381652,0.9691666666666666
21,0.018726321608255034,0.11046010128781668,0.97
22,0.017154954987469887,0.10920834737288419,0.9688333333333333
23,0.01564771839470831,0.10752572261773397,0.9716666666666667
24,0.01458566724493476,0.11627044500456873,0.9691666666666666
25,0.012189005852014018,0.11128813600687283,0.9705
26,0.011983091738637132,0.11401700100375144,0.9698333333333333
27,0.010797594044137082,0.11954721810000975,0.9701666666666666
