epoch,train_loss,val_loss,val_acc
0,0.26637393832459483,0.16039954642646928,0.9506666666666667
1,0.1158096801350894,0.11622927717584845,0.9631666666666666
2,0.0811190928016913,0.09276055048090501,0.9698333333333333
3,0.05917911621206355,0.10039504577637583,0.9701666666666666
4,0.04609064230358031,0.091773088807329,0.9713333333333334
5,0.037051345904940546,0.10026318578363867,0.9688333333333333
6,0.028394555579226263,0.08838503443825575,0.9748333333333333
7,0.023572322374263852,0.09548857239878335,0.9736666666666667
8,0.019591291857033635,0.09057273268671838,0.9733333333333334
9,0.015392321140353406,0.09790937731948526,0.9725
10,0.01407198908938793,0.10379369187273865,0.975
11,0.011627877194357542,0.12090777625215503,0.967
12,0.010170845644170506,0.10798223666231088,0.9736666666666667
13,0.009484671025349705,0.09778372200676726,0.977
14,0.009458262763850362,0.11745169322892189,0.9728333333333333
15,0.006478222833425305,0.12329808509238963,0.9715
16,0.0063232391979850654,0.11350409196907418,0.9753333333333334
