epoch,train_loss,val_loss,val_acc
0,1.1715145143516168,0.6472314119169741,0.8503333333333334
1,0.5065252103890591,0.4432189634310864,0.8871666666666667
2,0.38865654101712505,0.3722324178724838,0.9
3,0.3377891599666334,0.33368514251151166,0.911
4,0.30742086983771455,0.308132121610067,0.9176666666666666
5,0.2855688049378643,0.28895859337652724,0.922
6,0.2684263157217404,0.2756219705888709,0.9253333333333333
7,0.2544276989231065,0.26257223789786654,0.9301666666666667
8,0.24207235161861698,0.2513703897308993,0.9313333333333333
9,0.23135035412550364,0.2417310395118399,0.9353333333333333
