epoch,train_loss,val_loss,val_acc
0,0.562575188258319,0.31511333762005383,0.9121666666666667
1,0.26429482166772916,0.2433332208966749,0.9358333333333333
2,0.2106486909836969,0.20985970523007513,0.943
3,0.177113827227114,0.18451509457973808,0.9463333333333334
4,0.15558952296588474,0.16948125242078527,0.95
5,0.13820663575158185,0.15741697450699527,0.9528333333333333
6,0.12426096616033945,0.14664043176597163,0.9553333333333334
7,0.11342898940237829,0.13983340352452195,0.9585
8,0.10346579943862513,0.13098282589307667,0.9615
9,0.09542551322858546,0.12806833326211142,0.9623333333333334
10,0.08793944035834084,0.12321012317666821,0.964
11,0.08182515254070884,0.11821440707658568,0.966
12,0.0764817360813647,0.11665711679521594,0.9656666666666667
13,0.07093461008712276,0.1129946191771049,0.9655
14,0.0661323540284355,0.11124160974718934,0.9665
15,0.06215621409616933,0.11020433249798832,0.966
16,0.05806553804007898,0.10824333151785087,0.9661666666666666
17,0.05464602513558132,0.10715254148132508,0.9676666666666667
18,0.05132990924099568,0.10837471906147979,0.9685
19,0.048548411560678635,0.10792553247578547,0.9668333333333333
20,0.04518304124459491,0.10522171320324004,0.9685
21,0.04294223881235228,0.10061059126396614,0.969
22,0.040704933030186324,0.10176973807609822,0.9696666666666667
23,0.03825684557236002,0.10216217277473845,0.9695
24,0.03582325202505449,0.0988685383239752,0.9711666666666666
25,0.03386369760721852,0.10191487423564413,0.9701666666666666
26,0.0320125008762066,0.10093984614678814,0.969
27,0.030501728000539435,0.10163263887814523,0.9701666666666666
28,0.028833396961016354,0.10294350930918476,0.9701666666666666
29,0.026779471163476964,0.09934816293332575,0.9711666666666666
30,0.02540327833908028,0.10154569554175667,0.9696666666666667
31,0.023976388397074035,0.10148685119361672,0.9686666666666667
32,0.02238483696234941,0.10236662075869511,0.9693333333333334
33,0.021488314735842513,0.1044964524557687,0.969
34,0.019858332055450744,0.10662467149944935,0.9678333333333333
