epoch,train_loss,val_loss,val_acc
0,0.30552735520183083,0.189537880299426,0.945
1,0.14652349292209882,0.14479221961231917,0.9561666666666667
2,0.1054035420381969,0.11317318614571575,0.9643333333333334
3,0.08236613073444624,0.12017822854235666,0.963
4,0.06968002844575542,0.1078613845460179,0.9666666666666667
5,0.056846476655678484,0.10165013247972894,0.9696666666666667
6,0.04988612648822158,0.10415833162970024,0.9703333333333334
7,0.04140309368252089,0.09628728164558599,0.9705
8,0.03562369383870033,0.10678241426580945,0.9706666666666667
9,0.030943985553453145,0.1066334643499892,0.9693333333333334
